id,text,location
883, a-ko-to TUN [,Knossos
884, ta-pa-no BIG[,Knossos
885, ]jo / pu2-re-wa TUN 1 BIG 1 EQU[,Knossos
887, ](no) / e-ro-e BIG[,Knossos
888, ](re)-o BIG 1,Knossos
889,qe-ra-di-ri-jo *165[,Knossos
890, pa-re *165 (1)[,Knossos
891, ]pa-re BIG 1 *165[,Knossos
892, a-ko-to TUN[,Knossos
893, ]*47-u TUN BIG[,Knossos
894, we-wa-do-ro TUN 2 BIG 1 EQU ZE 1[,Knossos
895,(a)-mi-ni-si-jo [,Knossos
896, i-sa-wo [ [ TUN ] ] BIG[,Knossos
897, pa-wa-wo TUN 2 BIG[,Knossos
898, di-so TUN 2 BIG[,Knossos
899, a-ka-to TUN 2 BIG[ ]1 EQU 'ZE' 1 ,Knossos
900,a-re-ka-(tu)[ ](ru)-wo (T),Knossos
901," ka-ro-qo BIG 1 [qa-*83-to DA 3 [
 vacat [",Knossos
902,".a ]pa-ra'-ko' (1) pa-wa-so (1) TUN 1 [
.b ]TUN 1 i-ka-se (1) di-ka[ ",Knossos
903,"side 2
 ] ku-ne[",Knossos
904, a-*64-jo TUN[,Knossos
905, si-mo TUN[,Knossos
906, ]si-jo TUN BIG[,Knossos
907, ](da)-nwa-re BIG 1 (EQU)[,Knossos
908, ](ta)-o EQU (ZE) (1)[,Knossos
909,]a-(*47)-wi[,Knossos
910, ]-(ja) (ka)-wo,Knossos
911," ](ni)-si-jo[
inf. mut.",Knossos
912," ](jo) , to-wo TUN[",Knossos
913, ](mi)-ni-si-jo[,Knossos
914, ]mi-ni-si-(jo)[,Knossos
915, e-wo[ ] (TUN)+(QE)[,Knossos
916,"sup. mut.
 ]si-jo[",Knossos
917,".a ]a-ra-ru-ja , a-ni-ja-pi , wi-ri-ni-jo , o-po-qo , ke-ra-ja-pi , o-pi-i-ja-pi CUR[
.b i-qi-jo , / a-ja-me-no , e-re-pa-te , a-ra-ro-mo-te-me-no po-ni-(ki)[",Knossos
918,".a ] a-u-qe , a-re-ta-to , o-u-qe , pte-no , o-u-qe , au-ro , o-u-qe , pe-qa-to CUR[
.b ](i)-qi-ja , / a-ra-ro-mo-te-me-na , po-ni-ki-ja , o-u-qe , a-ni-ja , po-si , [",Knossos
919,".a e-re-pa-te-jo , o-po-qo , ke-ra-ja-pi , o-pi-i-ja-pi ko-ki-da , o-pa CUR 3
.b ](i)-qi-ja [ ] / a-ja-me-na , e-re-pa-te , a-ra-ro-mo-te-me-na , a-ra-ru-ja [",Knossos
920,".a ]jo , i-qo-e-qe , wi-ri-ni-jo , o-po-qo , ke-ra-(ja)-(pi) [ ] (o)-pi-i-ja-pi CUR[
.b ]i-qi-ja , / ku-do-ni-ja , mi-to-we-sa-e , a-ra-ro-mo-te-me-na [
lat. sup.
] po-ni-ki-ja BIG 1 [",Knossos
921,".a wi-ri-ni-jo , o-po-qo , ke-ra-ja-pi , o-pi-i-ja-pi , o-u-qe , pte-no , [ ]CUR 1[
.b ]i-qi-ja , / po-ni-ki-ja , a-ra-ro-mo-te-me-na , a-ra-ru-ja , a-ni-ja-pi",Knossos
922,".1 ]wi-ri-ni-jo , o-po-qo , [
.2a ] ke-ra-ja-pi , o-pi-i-ja-pi CUR[
.2b ]-to , a-ra-ro-mo-te-me-na , [",Knossos
923,".a ]we-jo , i-qo-e-qe , wi-ri-ni-jo , o-po-qo , ke-ra-ja-pi , o-pi-i-ja-pi CUR (3)[
.b ] / se-to-i-ja , mi-to-we-sa , a-ra-ro-mo-te-me-na [",Knossos
924,".a ](a)-ra-ru-wo-ja , a-ni-ja-pi , wi-re-ne-o , o-po-qo , ke-ra-ja-pi , o-pi-(i)-(ja)[
.b ]qi-ja , / a-ja-me-na , e-re-pa-te [ ] a-ra-ro-mo-te-me-na [ ] po-ni-ja-ja , CUR[",Knossos
925,".a wi-ri-ne-o , o-(po)-qo , ka-ke-ja-pi , o-pi-(i)-(ja)-(pi) CUR 1
.b ]i-qi-ja , / po-ni-ki-ja , a-ra-ro-mo-te-me-na , a-ja-me-na ,",Knossos
926,".a ](ke)-ja-pi , o-pi-(i)-(ja)-(pi) , o-u-qe , po-si , e-re-pa
.b ]me-na , a-ja-me-na CUR 1",Knossos
927,".a ]ja , a-ni-ja-pi , wi-ri-ni-jo , o-po-qo , ke-ra-ja-pi , o-pi-i-ja-pi CUR[
.b ](qi)-ja , / pa-i-to , a-ra-ro-mo-te-me-na , do-we-jo , i-qo-e-qe , po-ni-ki[",Knossos
928,".a wi-ri-ne-jo , o-po-qo , ke-ra-ja-pi , o-pi-i-ja-pi CUR 2
.b i-qi-jo , mi-to-we-sa , a-ra-ro-mo-te-me-na , a-ja-me",Knossos
929,".a ] o-u-qe , a-ni-ja , po-si , CUR 3[
.b ]i-qi-ja , / mi-to-we-sa , a-ra-ro-mo-to-me-(na)[ ]me-na [",Knossos
930,".a ] , o-pa // o-u-qe , pe-qa-to , u-po , CUR[
.b ](i)-qi-ja , / a-ro-mo-te-me-na , o-u-qe , a-ni-ja , po-si , e-e-si[",Knossos
931,".a ke-ra-i-ja-pi , o-pi[ ]ja-pi [
.b o-u-qe , pte-no , po-si , a-ra-ru-ja , a-ni-(ja)-(pi) wi-re-ne-o (o)[
.c i-qi-ja / po-ni-ki-ja , a-ra-(ro)-(mo)-te-me-na , [ [(e)-(re)-(pa)-(te)] ] , do-we-jo [",Knossos
932,".a ] wi-ri-ne-jo , o-po-qo ,[
.b ]qi-ja , / a-ra-ro-mo-te[",Knossos
933,".a ]jo , o-po-qo , (ka)-ke-(ja)-pi , o-pi-i-ja-pi , o-[
.b ](me)-(na) , a-ra-ru-(ja)[",Knossos
934,"sup. mut.
 ]i-qi[",Knossos
935,".a a3-ki-no-o [
.b pte-re-wa / pa-ra-ja , e-te-re-ta , po-ro-ti-ri CUR[",Knossos
936," ] vacat [
 ] , po-ni-ke-a , wo-ra-we-sa CUR 1",Knossos
937, ](ni)-ki-ja CUR[,Knossos
938,".A e-re-pa-te-jo-pi , o-mo-pi [
.B pte-re-wa / e-ka-te-re-ta , a3-ki-no-o (2) e-re-pa-te-jo-pi , [",Knossos
939, pte-re-wa[,Knossos
940," ]we-ja , / pte-re-wa , ka-ke[",Knossos
941,".A e-wi-su-zo-ko , ka[
.B po-ni-ki-ja , / [",Knossos
942," ] e-wi-su-zo-ko , [
 ] , e-re-pa-te-o , o-(mo)[",Knossos
943," ] , po-ni-ki-ja [",Knossos
944, ](pte)-re-wa / wi[,Knossos
945, pte-re-[,Knossos
946,i-qi-ja[] / e-ka-te-jo CAPS[,Knossos
947, ]i-qi-ja / a-na-i-ta CAPS 80,Knossos
948,".a a-re-ki-si-to-jo , o-pa
.b i-qi-ja / a-na-ta , a-na-mo-to , CAPS 80 ",Knossos
949," i-qi-ja , a-na-mo-to , a-ja-me-na CAPS 2(4)",Knossos
950," ]i-qi-ja , a-na-mo-to , a-na-to CAPS 5(6)[",Knossos
951, i-qi-ja / a-ja-me-na CAPS (8),Knossos
952, ]ja / a-na-to CAPS[,Knossos
953, ]i-qi-ja / a-ja-me-na CAPS 24,Knossos
954," ](i)-qi-ja , / a-na-ma-to , a-ja-me-na CAPS[",Knossos
955,".a ] wi-ri-ne-o , o-po-qo , ke-ra-ja-pi , o-pi-i-ja-pi
.b ]qi-ja , / po-ni-ki-ja , me-ta-ke-ku-me-na , CAPS 1",Knossos
956," ] , a-na-mo-ta *245 22 [",Knossos
957, i-qi-ja[,Knossos
958, ](qi)-ja / a-ja-me-[,Knossos
959,"sup. mut.
 ] , a-na-mo-to[",Knossos
960,"sup. mut.
 ](a)-na-i-ta[",Knossos
961,".a ]ja-me-na , [
.b ](a)-na-mo-ta [",Knossos
962, ]e-na-ri-po-to CAPS[,Knossos
963," po-ro-su-re / a-na-to , o CAPS[",Knossos
964," ] CAPS (1)2 [
 ] CAPS 2(1)4 [
 ]-mi-we-te ROTA ZE 21
 ] ROTA ZE 8
 ](ke)-we-ta ROTA ZE 7 a-mo (1)[
 ]o-da-ke-we-ta ROTA ZE 17(2)
 ] vacat ",Knossos
965, ]-ja (CAPS)[,Knossos
966,".A ] qe-ro2 2 e-po-(mi)[
.B ]ra / e-pi-ko-ru-si-jo 2 pa-ra-wa-jo[",Knossos
967," ](qe)-ro2 2 [
 ]ru GAL 1 o-pa-wo-ta[",Knossos
968," ] qe-ro2 1 [
inf. mut.",Knossos
969,".A qe-ro2 2 e-po-mi-jo 2 / o-pa-wo[
.Ba o-pa-wo-ta 2
.Bb to-ra / ko-ru GAL 1 o-pi-ko-ru-si-ja 2 pa-ra-wa[",Knossos
970,".A ]2 e-po-mi-jo (2)[
.Ba o-pa-wo-ta 2 [
.Bb ](ru) GAL 1 o-pi-ko-ru-(si)-(ja)[",Knossos
971,"a-te-re-te-a , pe-te-re-wa 'te-mi-dwe'ROTA ZE [
ka-ki-jo ROTA ZE 1 ka-ko-de-ta ROTA ZE [ki-da-pa , / te-mi-dwe-ta ROTA ZE 41 (MO)[o-da-tu-we-ta / e-ri-ka , ROTA ZE 40[",Knossos
972,".a ]a , a-re-ki-si-to-jo [
.b ](mi)-(dwe)-ta ROTA[
inf. mut.",Knossos
973,".a ] de-do-me-na [
.b ](a)-mo-ta , / pte-re-wa , te-mi-dwe-ta ROTA ZE 2(3) (ROTA) 1 [",Knossos
974,".a ko-(ki)-da , o-pa ne-wa
.b e-ri-ka , / o-da-twe-ta , a-ro2-a ROTA ZE 22 MO ROTA 1",Knossos
975," ](a)-mo-(ta) , / te-mi-dwe-ta , pte-re-wa ROTA ZE 22 ROTA 1[",Knossos
976, ](e)-ri-ka o-da-twe-ta ROTA ZE 35 MO ROTA (1),Knossos
977,".a ] te-mi-dwe-te , [
.b ] , a-re-ki-si-to , wo-zo-me-no , ROTA ZE 1 [",Knossos
978," e-ri-ka , / te-mi-dwe-ta ROTA ZE 2 / MO ROTA[",Knossos
979,".A pte-re-(e)[
.B a-mo-ta / o-da-ku-we-ta ROTA ZE 40 e-ri-(ko)[",Knossos
980," e-ri-ka , o-da-twe-ta ROTA ZE 73 [ [MO ROTA ] ][
 ] vacat [",Knossos
981," a-mo-ta ,/ pte-re-wa , a-ro2-jo , te-mi-dwe-te ROTA ZE 5",Knossos
982," ]e-ri-ka , wo-zo-me-na ROTA ZE 15 [",Knossos
983," a-mo-ta , / e-re-ka , te-mi-dwe-ta ROTA ZE 3 MO ROTA 1",Knossos
984," de-do-me-na a-mo-ta , / pte-re-wa , o-da-twe-ta ROTA ZE 6 [",Knossos
985," e-ri-ka , / o-da-twe-ta , de-do-me-na ROTA ZE (4)6[ ",Knossos
986,".a ] o-pe-ro ,
.b  ]-ja , / a-mo-te , pe-ru-si-nwa , / ta-ra-si-ja ROTA [ [(ZE)] ] 1",Knossos
987,".a ] wa-ra-wi-ta [
.b ]-ta ROTA (ZE)[",Knossos
988, pte-re-wa / te-mi-dwe-ta ROTA ZE 5 [,Knossos
989," a-mo-(ta)[ ]ri-ka , o-da-ke-we-ta ROTA ZE (62)[ ] MO ROTA[
[ [ to[ ] ] ] o-pe-ro ROTA ZE 16 [ ",Knossos
990,"
e-ko [ ] vacat lat. inf. ROTA",Knossos
991, o-pe-te-we / e-ri-ka ROTA ZE 3 [,Knossos
992," pa-i-to , a-mo-ta , pte-re-wa , te-mi-dwe-ta ROTA ZE 3",Knossos
993," pte-re-wa , / te-mi-dwe-ta , ne-wa ROTA ZE 3",Knossos
994,".a ](twe)-te [
.b ]-ri-ko , ROTA [",Knossos
995," ](da)-twe-(ta)[
inf. mut.",Knossos
996, ] wo-ra-e / pa-ra-[ . ]-we-jo *253 2 [,Knossos
997, ]ra / ka-za *253 1 [,Knossos
998,"a-pi-po-re-we *209VAS (6)[
 i-po-no *213VAS 14
 ]-(ro) *212VAS 17 [",Knossos
999,"sup. mut.
 ] me-ri[
 qi[
inf. mut.",Knossos
1000," ]ka-wi-ja , DA 5",Knossos
1001,".a ] a-(pu2)-ka
.b ](te)-ja / za-mi-so , ku-ta-to , DA 1",Knossos
1002,".a ti-ri-to DA 1 ri[
.b  i-wa-ka , ra-mo , / [",Knossos
1003," ]ja / qe-da-do-ro , pa-na-so , DA 1",Knossos
1004, pa-to-ro DA 1,Knossos
1005,"
sup. mut.
 ]ta-na-ti , DA (1)[
inf. mut.",Knossos
1006,"sup. mut.
](DA) (1)[
[ . ]-(ro)-[ . ]-pu DA 1 PA[
pu2-ru-da-ro DA 1 PA 1
di-ra DA 1 PA 2
vacat [
e-te-do-mo , ki-te[
(da)-ru-*56 DA[
(qa)-ra-jo [
inf. mut.",Knossos
1007," ] ke-ke-me-na
 ]-do / e-ke , ti-ri-to , pu-te DA 1 PA 1",Knossos
1008,ke-ke-me-na [ ]-do e-ke ti-ri-to pu-te DA 1 PA 1,Knossos
1009,".a wo-we-u
.b ku-ka-da-ro / qa-ra , pi-di-jo DA 1 PA 3",Knossos
1010," ]te-wa-te-u [
 ](da)-jo / qa-ra , te-[ ]ta-ko-ro DA 1 PA 1 [",Knossos
1011, ]ta / a-ke-re-mo DA 1,Knossos
1012,".a te-re-ta , ke-ma-qe-me , me-ra , [
.b  ko-do , / da-*22-to , ke-nu-wa-so (1)[",Knossos
1013,"Killen & Olivier 1989:
.a ] te-re-ta [
.b ]ra / ti-ri-to , wo-ne-[",Knossos
1014, ko-(to)-i-na [e-ri-ke-re-we / e-ke-pu-te-ri-ja [,Knossos
1015,".a ] o-pi , po-to-ri-ka-ta [
.b ]do-wo / e-ko-so , ke-ke-me-na [",Knossos
1016,o-pi PO-TO-RI-KA-TA [ ]-DO-WO e-ko-so ke-ke-me-na (DA) [,Knossos
1017, a3-ki-wa-to / ti-ri-to[]pu-te[,Knossos
1018,"a-ri-ja-wo / qa-ra , te-re-(ta)[",Knossos
1019," ]-si-jo / ti-ri-to , pu[",Knossos
1020," i-ra-ta / ti-ri-to , pu[",Knossos
1021, ko-to-(i)[pe-ri-qo-ta / e-ke-pu-te[,Knossos
1022,".a ] wo[
.b ]nwa-jo / qa-ra , [",Knossos
1023,".a (ko)-to-i-na
.b pe-ri-je-ja / e-ke , pu-te-ri-ja DA 1 ti-ri-to",Knossos
1024, te-wa-jo[,Knossos
1025," te-ro-ri-jo DA 1
pu2-to DA 1
me-ta-no-re DA 1
mi-ni-so DA 1
e-ke-da-mo DA 1
 ](1)
 ]DA 1
vacat",Knossos
1026,"sup. mut. ka-da-i-to , / pu-te , [",Knossos
1027,".a ](te)-wa-te-u [
.b ] qa-ra , *83-re-te (DA)[",Knossos
1028, ]me-na DA 1,Knossos
1029, ](to)-no DA 7 [,Knossos
1030, te-nu DA 1,Knossos
1031,".a ]2
.b ]ku-no DA 1",Knossos
1032, ](pa)-na-so DA 1,Knossos
1033," ](ra) DA 1
 ]ru-po DA 1",Knossos
1034, ]pu-te[,Knossos
1035, ri-*65-no / a-pe-re QO 1,Knossos
1036, a-ku-wo / pa-ra-ja *256[,Knossos
1037, ] pa-ra-ja *256 1,Knossos
1038, ke-ti-ro *180 1[,Knossos
1039, ]ko-so-ni-ja *246 6,Knossos
1040," ]na-u-do-mo
 ]93 e-to-ro-qa-ta *181 10 [ ",Knossos
1041, ] *182 8 a-pi-te[,Knossos
1042, ](wi)-ja *183 10 [,Knossos
1043," si-ja-ma-to e *177 2
me-wo-ni-jo e *177 2 ma *177 2
a3-ki-si-jo e *177 (2)ta-u-po-no ma [[*177]] (1)
pu-re-wa [ ](ma) *177 (1)pa-na-(re)-jo / ka-u-ja[ ] vacat
de-u-ke-ro [ ] vacat
(do)-ri-ka-no (e) *177[ ] vacat
a3-ki-po e *177[ ] vacat
ke-[ ] ma *177[
a-nu[
e-ke-(nu)-wo [
e-da-[ ]-ni-ja[
ka-pa-ri-jo[
we-ka-di-jo [
pi-ri-sa-ta (ma)[
ku-(ro2) ma[
e-ke-me-de ma *177[
pa-na-re-jo e *177[
se-ri-na-ta e *177[
pa-ke-ta ma *177[
a-wi-to-do-to ma *177[
] ma [
 ]-(no) [ ",Knossos
1044," ] vacat [
 ](me)-(ri)-te-o [
 ] *168 (3)0[ ](a)-[",Knossos
1045, ]de-do-me-na *256[,Knossos
1046,[ . . . ]-re-ta *259 (1)[,Knossos
1047," ]re-u-ka , si-ki-ro [
 ] , DI+PTE 1 [",Knossos
1048, ko-ro-sa-no 1,Knossos
1049, po-ro-tu-qo-no,Knossos
1050, i-mo-ro-ne-u 1,Knossos
1051, mi-ka-ta [,Knossos
1052, ka-ra-na-ta 1 [,Knossos
1053, pe-ka-wo,Knossos
1054, mi-ka-to,Knossos
1055, a-ka-i-jo 1,Knossos
1056, ka-pa-ri-jo,Knossos
1057," wa-na-ka , [",Knossos
1058, po-ru-ka-to,Knossos
1059, a-ka-to-wa,Knossos
1060, ]ka-no,Knossos
1061, e-wi-ta-jo,Knossos
1062, ] a-ki-re-u,Knossos
1063, za-ki-ri-jo,Knossos
1064, ]-qe-wa,Knossos
1065, da-o-ta 1,Knossos
1066, o-ko-te,Knossos
1067, e-u-o-mo[,Knossos
1068, e-pi-da-o 1,Knossos
1069, wo-ra-ke-re[,Knossos
1070, ]ri-to-wo 1,Knossos
1071," a-no-qo-ta , (a3)[ ",Knossos
1072, pe-ri-to,Knossos
1073, a-pi-da-ta 1,Knossos
1074, po-ru-te-we 1,Knossos
1075, wa-ke-i-jo[ ,Knossos
1076, sa-u-ko,Knossos
1077, pi-ra-qo,Knossos
1078, pe-re-wa-ta,Knossos
1079, a-ro-wo-ta 1,Knossos
1080, a-ne-te-wa 1,Knossos
1081, te-re-ja-wo 1,Knossos
1082, wa-ke-i-jo,Knossos
1083, ] pe-ri-to-wo,Knossos
1084, a-pi-re-jo 1,Knossos
1085, pu-mo-ne-[,Knossos
1086, ta-ra-sa-ta 1 [ ,Knossos
1087, ra-wo-ti-jo 1[,Knossos
1088, a-ke-ra-no 1,Knossos
1089, pa-pa-ro,Knossos
1090, ]a-re-jo 1,Knossos
1091, pa-sa-ko-me-no,Knossos
1092, e-re-pa-i-ro,Knossos
1093, a-ne-u-da 1 [,Knossos
1094, (1) di-wo-a-ne[,Knossos
1095, ]re-ka-se-ra-wo  [,Knossos
1096, ][ [jo] ] du-pi-jo,Knossos
1097, a-mi-ni-si-jo,Knossos
1098, wo-ro-to-qo (1)[,Knossos
1099, me-ta-ri-ko-wo,Knossos
1100, di-wi-ja-wo 1,Knossos
1101, ]ma-ti-ko 1,Knossos
1102, ](ti)-ri-jo-qa ,Knossos
1103, e-we-de-u,Knossos
1104,a-ke-ra-wo 1[,Knossos
1105, ti-ma 1 [ ,Knossos
1106, a-ta-no 1,Knossos
1107, ku-ru-ka 1,Knossos
1108, qe-ra-jo [,Knossos
1109, da-*83-jo 1,Knossos
1110, ka-na-a-po 1,Knossos
1111, ]ne-to 1,Knossos
1112, ]-wa-si-jo 1 [,Knossos
1113, ]-di-so 1 [,Knossos
1114, ]ra-wo 1,Knossos
1115, ]-to (1) [,Knossos
1116, ]ma-ra 1,Knossos
1117, ka-sa-to 1,Knossos
1118, ]pa-ta 1,Knossos
1119, ke-pu2-(je)-u 1 [,Knossos
1120, a3-wa-ta,Knossos
1121, a-re-i[,Knossos
1122, pa-ra-ne 1[ [ ] ],Knossos
1123, a-pi-[,Knossos
1124, ]-ra-ko 1 [,Knossos
1125, ]te-ta,Knossos
1126, ]nwa-re,Knossos
1127, ]ne-u,Knossos
1128, ]we-wa-ta,Knossos
1129, ]-re-wa,Knossos
1130, i-ta[,Knossos
1131, ]-ro,Knossos
1132, qe-na-[,Knossos
1133, ka-di-ja[,Knossos
1134, ](we)-ro : a-ka-i-jo :[,Knossos
1135, ] : wa-na-ka[,Knossos
1136, a-ta-ti-(nu) : si-(wa)-[,Knossos
1137, ]-me-no : da-te-[,Knossos
1138, o-[ ]: ko-to : pe-qe-u : o-ko-te : vacat,Knossos
1139,"a-ta-na-po-ti-ni-ja 1 (u)[
 e-nu-wa-ri-jo 1 pa-ja-wo-ne 1 po-se-da[ ",Knossos
1140,"lat. inf.
 [ [ e-ri-nu-we , pe-(ro) ] ] [",Knossos
1141,"a-ta-na-po-ti-ni-ja 1 [
 ] e-nu-wa-ri-jo 1 pa-ja-wo-(ne) (1) po-se-da-(o)-(ne) (1)",Knossos
1143,".a ko-no-si-jo [
.b  e-qe-a-o , a-to-mo 16 [",Knossos
1144," e-u-da-mo , e-we-wa-ta",Knossos
1145,".1a wo-di-jo 1 qo-ta[ ] 1 [
.1b a-ni-(o)-ko [ ] vacat
.2 i-wa-ka 1 ka-pa-ri-jo[ ]ti-jo 1 ki-si-wi-(jo)[
.3 me-nu-wa 1 wi-da-jo (1)[ ]1 di-we-so 1
.4 o-ku-na-wo 1 i-to-ma[ ]-ta 1 a-ke-u 1
.5 pe-ri-ta 1 a-ka[ ] vacat",Knossos
1146," ]te-wa 1 ka-pa-ri-jo 1
] vacat",Knossos
1147,".a a-mi-ni-so
.b pa-ze , / pe-(da) , wa-tu , ",Knossos
1148,"pa-ze , a-mi-ni-so , / pe-da , wa-tu
vacat",Knossos
1149," ]ne-jo[
 ]-te 3 u-o[
 ]wo-ne , a-pe-o[
inf. mut.",Knossos
1150," po-ru-da-si-jo , / a2-ke-te-re 2[",Knossos
1151,"sup. mut.
 ta-mo-[u-wo-qe-ne / u-du-ru-wo '4 o 6' we-re-we / ku-pa-sa 4 o 6we-re-we , / (ka)-ta-ra-pi 4 o 6a-ke-to-ro / to-ni (2) o 10 [ [ ] ]
[ [ 40 o (3)3 ] ]",Knossos
1152, we-we-ro 1e-u-ru-qo-ta 1na-e-si-jo 1da-te-wa 1te-ra-pe-te 1inf. mut.,Knossos
1153," to-ko-so-ta , a-te-u-ke 1",Knossos
1154,"sup. mut.
 ](te)-[ ]-ta (6)[
 ]83 ru-ki-to 1(57)
 ]55 ti-ri-to 45
 ](so) 34 pu2-te-re / wa-si-ro 18
] 10 ra-pte-re 20[",Knossos
1155, ]-su-pa-ta 1 ,Knossos
1156, ]-no,Knossos
1157,"wo-de-wi-jo
vacat
to-pe-za , o-u-ki-te-mi
vacata-pe-ti-ra2 / o-u-te-mi
o-u-te-mi
o-u-te-mi
o-u-te-mi
e-pi , i-ku-wo-i-pi",Knossos
1158,"sup. mut.a-pi-re-we (6)[
 da-mi-ni-jo[
](po)-mi-jo [
 ](to)-so (3)[
inf. mut.",Knossos
1159,"sup. mut.
 ]jo / mo-ni-(ko) 3
 ] 3 [
 ]wi-to 10 o[
inf. mut.",Knossos
1160," ]qa-ra-jo 1[
 ] ku-ka-so (1)[
 ]ja-pa-ra-(ro)[
 ]vacat[",Knossos
1161," ]e-ra-jo , [
] pu-da-so[
 vacat",Knossos
1162," ](1) qa-ra-i-so 1 si-ra-no 1
 ](1) i-ra-ko-to 1 wa-na-ta-jo 1
 ] 1
 ] vacat",Knossos
1163," du-pu2-ra-zo 1 qe-ro 1 su-ko 1 di-zo 1
pu-ri 1 wi-da-ma-(ro) 1 o-ro-qa 1 wa-je 1
da-i-ra 1 e-[ . . ] 1 [
 vacat ",Knossos
1164,"pe-ri-ro-qo [
da-*83-jo 1 e-(ri)[ ]1 (da)[
 o-du 1 te-ja-(ro) 1 [
 vacat [",Knossos
1165," e-u-ko-ro 1 [
 qe-ra-jo 1 a-mi-nwa[
 nu-to 1 mi-ru-ro 1 [
] vacat [
 ]me-to / (ko)-wo 2 // wo[",Knossos
1166," ]na-ko-to 1
 ](sa)-de-so 1",Knossos
1167," ]dwo-jo 1 pa-ki[
 ]na-po 1 ru-ki[
 ] vacat [",Knossos
1168," a-nu-mo 1 ta-za-ro 1 wa-[
 *47-ti-jo 1 ja-ma-ra 1 pa-ja[
 po-mi-ni-jo 1 wa-du-na 1 [
 vacat [",Knossos
1169," ]no-mo 1 tu-ti 1[
 ]ki-ti-jo 1 [
 ] ja-pa-ra-ro 1 [",Knossos
1170," do-ti-jo , 'a-['*49-sa-ro 1 / po-ti[
 ra-ku 1 ku-ka-ro[
 ra-te-me 1 *56-[",Knossos
1171," e-(re)-dwo-e[ ]vacat[ ]i-[ // ]sa-ma-ru[pe-ri-to-wo / da-wo (1) // ne-o[ ] 1 ja-ma-ta-ro[ta-de-so / ja-(po) 1 [ ](po) 1 pe-to-me[]-ko-to / pa-(ro) a-[ ](1)[ ] to-so[
 ] vacat [",Knossos
1172," e-re-pa-to / ka-ra-ma-to 46
ka-so , ke-ma-ta 8",Knossos
1173,".A '](ti)-ro' , wa-wi 1 a-mu-ta-wo-(qe)[
.B da-*22-ti-ja / [",Knossos
1174," ]ra-(to) 1 e-ke-a 1 e-mi-ja-ta 1
]ka-mu-ko-to 1 ke-ra-ja 1
 ]-pu 1 we-ka-di-jo 1 ma-ke-ra 1
 ]de-ro 1 ma-ti-ko 1 a-ti-ka 1
 ]-we-u 1 qa-da-ro 1 ka-sa-no 1
 ]wo 1 to-ro-ki-no 1 [ [(to)[ ] ] ]
 ]-no-re 1 wi-ri-ki-no 1 [
 ](ko)-no-si-jo 1 do-ti-jo-no[
 ] vacat [",Knossos
1175,"](we)
si-ra-pe-te-(so) 1 ka-pu-ro 1
ka-na-po-to 1 pi-ma[
ru-ro 1 (a)[
ta-u-ro 1 [
u-ta-jo , 1 [
ja-sa-ro 1",Knossos
1176,"sup. mut.
 ]1 X(ru)-(ki)-(to) , / a-ke-re-mo-no 1 Xqa-ra / ko-re-te *258 a Xqa-ra / a-ke-re-mo-no 1 Xqa-ra / po-ro-ko-re-te 1 X
vacat",Knossos
1177,".1 ](ni)-ja / wa[ ] // ma-na-je-u[
.2a ] te-(ra)[ ] e-da-(e)[
.2b ]1 te-te-u 1 do-ri-ka-o [
.3a ]a-ka ka-ke-u [
.3b ]ka-ta 1 wi-pi-no-o 1 se-[
.4 ]pu-ra 1 [ ",Knossos
1178," ]wo / wo-ka-re 4[
 ] vacat [",Knossos
1179,".A 'po-ti-ro' , pi-ra-ki-jo 1 pe-ri-jo-ta-qe 1
.B da-*22-ti-ja /",Knossos
1180,".A ] 'po-ti-ro' , [
.B ]ka-di-ti-ja / [",Knossos
1181,".A ']po-ti-ro' , pa-na-re-jo 1 ku-da-jo-qe 1 [
.B ] / [",Knossos
1182,".A 'po-ti-ro' , e-wa-ko-ro 1 pi-ra-(ka)-wo-qe 1
.B ki-ra-di-ja /",Knossos
1183,".A ] 'po-ti-ro' da-i-wo-wo 1 to-no-qe 1
.B ]-(pa)-si-ja /",Knossos
1184,"sup. mut.
 ] , ta-ra-nu , a-nu[
 ]ta-ra-nu , a-nu[
 ]ra-nu qe-[
 ]nu [
inf. mut.",Knossos
1185,"sup. mut.
.1a ] (i)[
.1b ](wo) , a[ ] wa-du-na , [ . . . . ]
.2 ]-to , e[ ] vacat
.3 ]sa-ka-ri-jo , [ ] vacat
.4a i-jo i-jo
.4b ]pi / di-zo , pi-ma-(na)-ro , zo-wi-jo 1 a-tu-qo-te-ra-to (1)[
.5a  i-jo
.5b o-pi / ri-zo , pi-ma-na-ro pi-ro-i-ta 1
.6 (o)-pi / pa-ka , di-wa-jo 1
.7 ](pi) / o-na-se-u 1 ri-[
.8 ](wi)-du 1 ke-[
.9 ]za[
inf. mut.",Knossos
1187,"sup. mut.
 ]qe [
 ]ma-no-ne [
 ] 1 po-da 1 se[
 ] po-da 1 do-(ma)[
 ]ki-si-wo po-(da)[",Knossos
1188,"sup. mut.(a)-(mi)-(ni)-si-ja[
 si-ja-ma 1 [
 pi-ro-(i)[
  vacat [
inf. mut.",Knossos
1189,".A ']po-ti-ro' , (si)-mi-te-u 1 a-ra-ko-qe (1)
.B ](ja) /",Knossos
1190," ]-to-i-(je)[
 ]-ru-ko 1 [
 ]no-du 1 [
](da)-na-(jo) 1 [
 ] vacat [",Knossos
1191," ]me (3)00[
 ](zo) , do-wa 10[",Knossos
